Problem Number	Title	Slug	Difficulty	"Tags"
363	Max Sum of Rectangle No Larger Than K	max-sum-of-rectangle-no-larger-than-k	Hard	"Matrix, Dynamic Programming"
364	Nested List Weight Sum II	nested-list-weight-sum-ii	Medium	"Depth-First Search, Recursion"
365	Water and Jug Problem	water-and-jug-problem	Medium	"Graph, Backtracking, Simulation"
367	Valid Perfect Square	valid-perfect-square	Easy	"Math"
368	Largest Divisible Subset	largest-divisible-subset	Medium	"Array, Dynamic Programming, Math"
370	Range Addition	range-addition	Medium	"Array, Prefix Sum"
371	Sum of Two Integers	sum-of-two-integers	Medium	"Math, Bit Manipulation"
372	Super Pow	super-pow	Medium	"Math, Dynamic Programming, Recursion"
373	Find K Pairs with Smallest Sums	find-k-pairs-with-smallest-sums	Medium	"Array, Sorting, Heap (Priority Queue)"
374	Guess Number Higher or Lower	guess-number-higher-or-lower	Easy	"Binary Search"
375	Guess Number Higher or Lower II	guess-number-higher-or-lower-ii	Medium	"Dynamic Programming, Game Theory"
376	Wiggle Subsequence	wiggle-subsequence	Medium	"Array, Dynamic Programming, Greedy"
377	Combination Sum IV	combination-sum-iv	Medium	"Dynamic Programming, Backtracking, Counting"
378	Kth Smallest Element in a Sorted Matrix	kth-smallest-element-in-a-sorted-matrix	Medium	"Matrix, Binary Search"
379	Design Phone Directory	design-phone-directory	Medium	"Design"
380	Insert Delete GetRandom O(1)	insert-delete-getrandom-o1	Medium	"Design, Hash Table, Randomized"
381	Insert Delete GetRandom O(1) - Duplicates allowed	insert-delete-getrandom-o1-duplicates-allowed	Hard	"Design, Hash Table, Randomized"
382	Linked List Random Node	linked-list-random-node	Medium	"Linked List, Randomized"
383	Ransom Note	ransom-note	Easy	"String, Hash Table"
384	Shuffle an Array	shuffle-an-array	Medium	"Array, Randomized, Simulation"
386	Lexicographical Numbers	lexicographical-numbers	Medium	"Array, Recursion, Backtracking"
387	First Unique Character in a String	first-unique-character-in-a-string	Easy	"String, Hash Table"
388	Longest Absolute File Path	longest-absolute-file-path	Medium	"String, Simulation"
389	Find the Difference	find-the-difference	Easy	"String, Hash Table"
390	Elimination Game	elimination-game	Medium	"Simulation, Math"
391	Perfect Rectangle	perfect-rectangle	Hard	"Geometry, Hash Table"
392	Is Subsequence	is-subsequence	Easy	"String, Two Pointers"
393	UTF-8 Validation	utf-8-validation	Medium	"String, Bit Manipulation"
394	Decode String	decode-string	Medium	"String, Recursion, Stack"
395	Longest Substring with At Least K Repeating Characters	longest-substring-with-at-least-k-repeating-characters	Medium	"String, Sliding Window, Hash Table"
396	Rotate Function	rotate-function	Medium	"Array, Math, Dynamic Programming"
397	Integer Replacement	integer-replacement	Medium	"Math, Dynamic Programming, Recursion"
398	Random Pick Index	random-pick-index	Medium	"Randomized"
399	Evaluate Division	evaluate-division	Medium	"Graph, Union Find"
400	Nth Digit	nth-digit	Medium	"Math"
401	Binary Watch	binary-watch	Easy	"Bit Manipulation, Enumeration"
402	Remove K Digits	remove-k-digits	Medium	"String, Greedy"
403	Frog Jump	frog-jump	Hard	"Dynamic Programming, Recursion"
404	Sum of Left Leaves	sum-of-left-leaves	Easy	"Tree, Binary Tree, Recursion"
405	Convert a Number to Hexadecimal	convert-a-number-to-hexadecimal	Easy	"Math, String"
406	Queue Reconstruction by Height	queue-reconstruction-by-height	Medium	"Array, Greedy"
407	Trapping Rain Water II	trapping-rain-water-ii	Hard	"Array, Matrix, Heap (Priority Queue), Simulation"
408	Valid Word Abbreviation	valid-word-abbreviation	Easy	"String"
409	Longest Palindrome	longest-palindrome	Easy	"String, Dynamic Programming, Recursion"
410	Split Array Largest Sum	split-array-largest-sum	Hard	"Array, Binary Search, Dynamic Programming"
411	Minimum Unique Word Abbreviation	minimum-unique-word-abbreviation	Hard	"String, Hash Table, Enumeration"
412	Fizz Buzz	fizz-buzz	Easy	"Simulation"
413	Arithmetic Slices	arithmetic-slices	Medium	"Array, Dynamic Programming"
414	Third Maximum Number	third-maximum-number	Easy	"Array, Math"
415	Add Strings	add-strings	Easy	"String, Simulation"
416	Partition Equal Subset Sum	partition-equal-subset-sum	Medium	"Array, Dynamic Programming, Subset Sum"
417	Pacific Atlantic Water Flow	pacific-atlantic-water-flow	Medium	"Matrix, Depth-First Search, Graph"
418	Sentence Screen Fitting	sentence-screen-fitting	Medium	"String, Dynamic Programming, Simulation"
420	Strong Password Checker	strong-password-checker	Hard	"String, Brainteaser"
421	Maximum XOR of Two Numbers in an Array	maximum-xor-of-two-numbers-in-an-array	Medium	"Array, Bit Manipulation"
422	Valid Word Square	valid-word-square	Easy	"Array, String"
423	Reconstruct Original Digits from English	reconstruct-original-digits-from-english	Medium	"String, Hash Table, Counting"
424	Longest Repeating Character Replacement	longest-repeating-character-replacement	Medium	"String, Sliding Window"
425	Word Squares	word-squares	Hard	"String, Backtracking"
426	Convert Binary Search Tree to Sorted Doubly Linked List	convert-binary-search-tree-to-sorted-doubly-linked-list	Medium	"Binary Tree, Doubly-Linked List, Tree, Recursion"
427	Construct Quad Tree	construct-quad-tree	Medium	"Tree, Recursion, Matrix"
428	Serialize and Deserialize N-ary Tree	serialize-and-deserialize-n-ary-tree	Hard	"Tree, Graph, Serialization"
429	N-ary Tree Level Order Traversal	n-ary-tree-level-order-traversal	Medium	"Tree, Breadth-First Search"
430	Flatten a Multilevel Doubly Linked List	flatten-a-multilevel-doubly-linked-list	Medium	"Doubly-Linked List, Recursion, Depth-First Search"
432	All O`one Data Structure	all-oone-data-structure	Hard	"Design, Hash Table"
433	Minimum Genetic Mutation	minimum-genetic-mutation	Medium	"Graph, Breadth-First Search"
435	Non-overlapping Intervals	non-overlapping-intervals	Medium	"Greedy, Sorting"
436	Find Right Interval	find-right-interval	Medium	"Array, Sorting, Binary Search, Interval"
437	Path Sum III	path-sum-iii	Medium	"Tree, Depth-First Search, Binary Tree"
438	Find All Anagrams in a String	find-all-anagrams-in-a-string	Medium	"String, Hash Table, Sliding Window"
439	Ternary Expression Parser	ternary-expression-parser	Medium	"String, Recursion"
440	K-th Smallest in Lexicographical Order	k-th-smallest-in-lexicographical-order	Hard	"String, Sorting"
441	Arranging Coins	arranging-coins	Easy	"Math, Greedy, Binary Search"
442	Find All Duplicates in an Array	find-all-duplicates-in-an-array	Medium	"Array, Hash Table, Sorting, Counting"
443	String Compression	string-compression	Medium	"String"
444	Sequence Reconstruction	sequence-reconstruction	Medium	"Graph, Topological Sort, Enumeration"
445	Add Two Numbers II	add-two-numbers-ii	Medium	"Linked List, Stack, Simulation"
446	Arithmetic Slices II - Subsequence	arithmetic-slices-ii-subsequence	Hard	"Array, Dynamic Programming, Enumeration"
447	Number of Boomerangs	number-of-boomerangs	Medium	"Hash Table, Math"
448	Find All Numbers Disappeared in an Array	find-all-numbers-disappeared-in-an-array	Easy	"Array, Hash Table"
449	Serialize and Deserialize BST	serialize-and-deserialize-bst	Medium	"Binary Tree, Tree, Design"
450	Delete Node in a BST	delete-node-in-a-bst	Medium	"Binary Search Tree, Tree"
451	Sort Characters By Frequency	sort-characters-by-frequency	Medium	"String, Sorting, Hash Table"
452	Minimum Number of Arrows to Burst Balloons	minimum-number-of-arrows-to-burst-balloons	Medium	"Greedy, Sorting"
453	Minimum Moves to Equal Array Elements	minimum-moves-to-equal-array-elements	Medium	"Array, Math"
454	4Sum II	4sum-ii	Medium	"Array, Hash Table, Counting"
455	Assign Cookies	assign-cookies	Easy	"Greedy, Array"
456	132 Pattern	132-pattern	Medium	"Array, Stack, Greedy"
457	Circular Array Loop	circular-array-loop	Medium	"Array, Simulation, Two Pointers"
458	Poor Pigs	poor-pigs	Hard	"Math, Brainteaser"
459	Repeated Substring Pattern	repeated-substring-pattern	Easy	"String, String Matching"
460	LFU Cache	lfu-cache	Hard	"Design, Hash Table, Data Stream"
461	Hamming Distance	hamming-distance	Easy	"Bit Manipulation, Math"
462	Minimum Moves to Equal Array Elements II	minimum-moves-to-equal-array-elements-ii	Medium	"Array, Math"
463	Island Perimeter	island-perimeter	Easy	"Matrix, Simulation"
464	Can I Win	can-i-win	Medium	"Game Theory"
465	Optimal Account Balancing	optimal-account-balancing	Hard	"Greedy, Dynamic Programming, Simulation"
470	Implement Rand10() Using Rand7()	implement-rand10-using-rand7	Medium	"Randomized, Simulation"
471	Encode String with Shortest Length	encode-string-with-shortest-length	Hard	"String, Dynamic Programming, Greedy"
472	Concatenated Words	concatenated-words	Hard	"String, Trie, Dynamic Programming"
473	Matchsticks to Square	matchsticks-to-square	Medium	"Backtracking, Dynamic Programming"
474	Ones and Zeroes	ones-and-zeroes	Medium	"Dynamic Programming, Greedy, Counting"
476	Number Complement	number-complement	Easy	"Bit Manipulation"
477	Total Hamming Distance	total-hamming-distance	Medium	"Bit Manipulation, Array, Math"
478	Generate Random Point in a Circle	generate-random-point-in-a-circle	Medium	"Geometry, Randomized"
479	Largest Palindrome Product	largest-palindrome-product	Hard	"Math, String, Brainteaser"
480	Sliding Window Median	sliding-window-median	Hard	"Array, Sorting, Sliding Window"
481	Magical String	magical-string	Medium	"String, Counting"
482	License Key Formatting	license-key-formatting	Easy	"String"
483	Smallest Good Base	smallest-good-base	Hard	"Math, Binary Search"
484	Find Permutation	find-permutation	Medium	"Array, Backtracking, Enumeration"
485	Max Consecutive Ones	max-consecutive-ones	Easy	"Array, Sliding Window"
486	Predict the Winner	predict-the-winner	Medium	"Game Theory, Dynamic Programming"
487	Max Consecutive Ones II	max-consecutive-ones-ii	Medium	"Array, Sliding Window"
488	Zuma Game	zuma-game	Hard	"Recursion, Backtracking, Dynamic Programming"
491	Non-decreasing Subsequences	non-decreasing-subsequences	Medium	"Array, Backtracking"
492	Construct the Rectangle	construct-the-rectangle	Easy	"Math, Simulation"
493	Reverse Pairs	reverse-pairs	Hard	"Array, Binary Indexed Tree, Merge Sort, Divide and Conquer"
494	Target Sum	target-sum	Medium	"Array, Dynamic Programming, Recursion"
495	Teemo Attacking	teemo-attacking	Easy	"Array, Simulation, Math"
496	Next Greater Element I	next-greater-element-i	Easy	"Array, Hash Table, Stack"
497	Random Point in Non-overlapping Rectangles	random-point-in-non-overlapping-rectangles	Medium	"Randomized, Geometry"
498	Diagonal Traverse	diagonal-traverse	Medium	"Matrix, Array"
499	The Maze III	the-maze-iii	Hard	"Graph, Breadth-First Search, Shortest Path, Simulation"
500	Keyboard Row	keyboard-row	Easy	"String, Simulation"
501	Find Mode in Binary Search Tree	find-mode-in-binary-search-tree	Easy	"Binary Search Tree, Tree"
503	Next Greater Element II	next-greater-element-ii	Medium	"Array, Stack, Simulation"
504	Base 7	base-7	Easy	"Math"
506	Relative Ranks	relative-ranks	Easy	"Array, Sorting"
508	Most Frequent Subtree Sum	most-frequent-subtree-sum	Medium	"Tree, Binary Tree, Hash Table"
509	Fibonacci Number	fibonacci-number	Easy	"Dynamic Programming, Recursion, Memoization"
510	Inorder Successor in BST II	inorder-successor-in-bst-ii	Medium	"Tree, Binary Search Tree"
513	Find Bottom Left Tree Value	find-bottom-left-tree-value	Medium	"Tree, Binary Tree, Depth-First Search, Breadth-First Search"
514	Freedom Trail	freedom-trail	Hard	"String, Dynamic Programming, Backtracking"
516	Longest Palindromic Subsequence	longest-palindromic-subsequence	Medium	"String, Dynamic Programming"
517	Super Washing Machines	super-washing-machines	Hard	"Dynamic Programming, Simulation"
518	Coin Change II	coin-change-ii	Medium	"Dynamic Programming, Counting"
519	Random Flip Matrix	random-flip-matrix	Medium	"Randomized, Simulation"
520	Detect Capital	detect-capital	Easy	"String"
521	Longest Uncommon Subsequence I	longest-uncommon-subsequence-i	Easy	"String"
522	Longest Uncommon Subsequence II	longest-uncommon-subsequence-ii	Medium	"String, Enumeration"
523	Continuous Subarray Sum	continuous-subarray-sum	Medium	"Array, Hash Table, Math"
524	Longest Word in Dictionary through Deleting	longest-word-in-dictionary-through-deleting	Medium	"String, Dynamic Programming, Greedy"
525	Contiguous Array	contiguous-array	Medium	"Array, Hash Table, Dynamic Programming"
526	Beautiful Arrangement	beautiful-arrangement	Medium	"Backtracking, Enumeration, Counting"
527	Word Abbreviation	word-abbreviation	Hard	"String, Hash Table, Greedy"
528	Random Pick with Weight	random-pick-with-weight	Medium	"Randomized, Simulation"
529	Minesweeper	minesweeper	Medium	"Simulation, Array"
530	Minimum Absolute Difference in BST	minimum-absolute-difference-in-bst	Easy	"Binary Search Tree, Tree, Math"
532	K-diff Pairs in an Array	k-diff-pairs-in-an-array	Medium	"Array, Hash Table, Two Pointers"
533	Lonely Pixel II	lonely-pixel-ii	Medium	"Matrix, Counting"
535	Encode and Decode TinyURL	encode-and-decode-tinyurl	Medium	"Design"
536	Construct Binary Tree from String	construct-binary-tree-from-string	Medium	"Tree, Binary Tree, Recursion"
537	Complex Number Multiplication	complex-number-multiplication	Medium	"Math"
538	Convert BST to Greater Tree	convert-bst-to-greater-tree	Medium	"Tree, Binary Search Tree, Depth-First Search, Recursion"
539	Minimum Time Difference	minimum-time-difference	Medium	"Math, String, Enumeration"
540	Single Element in a Sorted Array	single-element-in-a-sorted-array	Medium	"Array, Binary Search"
541	Reverse String II	reverse-string-ii	Easy	"String, Two Pointers"
542	01 Matrix	01-matrix	Medium	"Matrix, Breadth-First Search"
543	Diameter of Binary Tree	diameter-of-binary-tree	Easy	"Binary Tree, Depth-First Search"
546	Remove Boxes	remove-boxes	Hard	"Dynamic Programming, Recursion"
547	Number of Provinces	number-of-provinces	Medium	"Graph, Depth-First Search, Breadth-First Search"
548	Split Array with Equal Sum	split-array-with-equal-sum	Hard	"Array, Dynamic Programming, Backtracking"
549	Binary Tree Longest Consecutive Sequence II	binary-tree-longest-consecutive-sequence-ii	Medium	"Binary Tree, Depth-First Search"
551	Student Attendance Record I	student-attendance-record-i	Easy	"String"
552	Student Attendance Record II	student-attendance-record-ii	Hard	"Dynamic Programming, String, Counting"
553	Optimal Division	optimal-division	Medium	"Math, Greedy"
554	Brick Wall	brick-wall	Medium	"Array, Hash Table, Simulation"
556	Next Greater Element III	next-greater-element-iii	Medium	"Math, Greedy"
557	Reverse Words in a String III	reverse-words-in-a-string-iii	Easy	"String, Simulation"
558	Logical OR of Two Binary Grids Represented as Quad-Trees	logical-or-of-two-binary-grids-represented-as-quad-trees	Medium	"Tree"
559	Maximum Depth of N-ary Tree	maximum-depth-of-n-ary-tree	Easy	"Tree, Depth-First Search, Breadth-First Search"
560	Subarray Sum Equals K	subarray-sum-equals-k	Medium	"Array, Hash Table, Prefix Sum"
561	Array Partition	array-partition	Easy	"Array, Greedy"
563	Binary Tree Tilt	binary-tree-tilt	Easy	"Binary Tree, Tree"
564	Find the Closest Palindrome	find-the-closest-palindrome	Hard	"String, Brainteaser"
565	Array Nesting	array-nesting	Medium	"Array, Dynamic Programming"
567	Permutation in String	permutation-in-string	Medium	"String, Sliding Window, Hash Table"
568	Maximum Vacation Days	maximum-vacation-days	Hard	"Dynamic Programming, Matrix"
572	Subtree of Another Tree	subtree-of-another-tree	Easy	"Tree, Binary Tree, Depth-First Search"
575	Distribute Candies	distribute-candies	Easy	"Greedy, Array"
576	Out of Boundary Paths	out-of-boundary-paths	Medium	"Dynamic Programming, Simulation, Matrix"
581	Shortest Unsorted Continuous Subarray	shortest-unsorted-continuous-subarray	Medium	"Array, Sorting, Two Pointers"
582	Kill Process	kill-process	Medium	"Tree, Depth-First Search, Graph"
583	Delete Operation for Two Strings	delete-operation-for-two-strings	Medium	"String, Dynamic Programming"
587	Erect the Fence	erect-the-fence	Hard	"Geometry"
588	Design In-Memory File System	design-in-memory-file-system	Hard	"Design"
589	N-ary Tree Preorder Traversal	n-ary-tree-preorder-traversal	Easy	"Tree, Depth-First Search"
590	N-ary Tree Postorder Traversal	n-ary-tree-postorder-traversal	Easy	"Tree, Depth-First Search"
592	Fraction Addition and Subtraction	fraction-addition-and-subtraction	Medium	"Math, String"
593	Valid Square	valid-square	Medium	"Geometry"
594	Longest Harmonious Subsequence	longest-harmonious-subsequence	Easy	"Array, Hash Table, Counting"
598	Range Addition II	range-addition-ii	Easy	"Array, Matrix, Simulation"
599	Minimum Index Sum of Two Lists	minimum-index-sum-of-two-lists	Easy	"String, Hash Table"
600	Non-negative Integers without Consecutive Ones	non-negative-integers-without-consecutive-ones	Hard	"Dynamic Programming, Bit Manipulation"
