Problem Number,Title,Slug,Internal ID,Difficulty,Paid Only,Favorite,Frequency
"3032","Count Numbers With Unique Digits II","count-numbers-with-unique-digits-ii","3343","Easy","true","false","0"
"3070","Count Submatrices with Top-Left Element and Sum Less Than k","count-submatrices-with-top-left-element-and-sum-less-than-k","3338","Medium","false","false","0"
"3084","Count Substrings Starting and Ending with Given Character","count-substrings-starting-and-ending-with-given-character","3337","Medium","false","false","0"
"3100","Water Bottles II","water-bottles-ii","3336","Medium","false","false","0"
"3071","Minimum Operations to Write the Letter Y on a Grid","minimum-operations-to-write-the-letter-y-on-a-grid","3335","Medium","false","false","0"
"3074","Apple Redistribution into Boxes","apple-redistribution-into-boxes","3334","Easy","false","false","0"
"3023","Find Pattern in Infinite Stream I","find-pattern-in-infinite-stream-i","3333","Medium","true","false","0"
"3066","Minimum Operations to Exceed Threshold Value II","minimum-operations-to-exceed-threshold-value-ii","3332","Medium","false","false","0"
"3065","Minimum Operations to Exceed Threshold Value I","minimum-operations-to-exceed-threshold-value-i","3331","Easy","false","false","0"
"3033","Modify the Matrix","modify-the-matrix","3330","Easy","false","false","0"
"3043","Find the Length of the Longest Common Prefix","find-the-length-of-the-longest-common-prefix","3329","Medium","false","false","0"
"3091","Apply Operations to Make Sum of Array Greater Than or Equal to k","apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k","3328","Medium","false","false","0"
"3086","Minimum Moves to Pick K Ones","minimum-moves-to-pick-k-ones","3327","Hard","false","false","0"
"3067","Count Pairs of Connectable Servers in a Weighted Tree Network","count-pairs-of-connectable-servers-in-a-weighted-tree-network","3326","Medium","false","false","0"
"3047","Find the Largest Area of Square Inside Two Rectangles","find-the-largest-area-of-square-inside-two-rectangles","3325","Medium","false","false","0"
"3046","Split the Array","split-the-array","3324","Easy","false","false","0"
"3018","Maximum Number of Removal Queries That Can Be Processed I","maximum-number-of-removal-queries-that-can-be-processed-i","3323","Hard","true","false","0"
"3024","Type of Triangle","type-of-triangle","3321","Easy","false","false","0"
"3038","Maximum Number of Operations With the Same Score I","maximum-number-of-operations-with-the-same-score-i","3320","Easy","false","false","0"
"3040","Maximum Number of Operations With the Same Score II","maximum-number-of-operations-with-the-same-score-ii","3318","Medium","false","false","0"
"3035","Maximum Palindromes After Operations","maximum-palindromes-after-operations","3317","Medium","false","false","0"
"3098","Find the Sum of Subsequence Powers","find-the-sum-of-subsequence-powers","3316","Hard","false","false","0"
"3009","Maximum Number of Intersections on the Chart","maximum-number-of-intersections-on-the-chart","3315","Hard","true","false","0"
"3044","Most Frequent Prime","most-frequent-prime","3314","Medium","false","false","0"
"3077","Maximum Strength of K Disjoint Subarrays","maximum-strength-of-k-disjoint-subarrays","3313","Hard","false","false","0"
"3019","Number of Changing Keys","number-of-changing-keys","3312","Easy","false","false","0"
"3028","Ant on the Boundary","ant-on-the-boundary","3311","Easy","false","false","0"
"3017","Count the Number of Houses at a Certain Distance II","count-the-number-of-houses-at-a-certain-distance-ii","3310","Hard","false","false","0"
"3042","Count Prefix and Suffix Pairs I","count-prefix-and-suffix-pairs-i","3309","Easy","false","false","0"
"3039","Apply Operations to Make String Empty","apply-operations-to-make-string-empty","3308","Medium","false","false","0"
"3068","Find the Maximum Sum of Node Values","find-the-maximum-sum-of-node-values","3307","Hard","false","false","0"
"3080","Mark Elements on Array by Performing Queries","mark-elements-on-array-by-performing-queries","3306","Medium","false","false","0"
"3045","Count Prefix and Suffix Pairs II","count-prefix-and-suffix-pairs-ii","3305","Hard","false","false","0"
"3004","Maximum Subtree of the Same Color","maximum-subtree-of-the-same-color","3304","Medium","true","false","0"
"3008","Find Beautiful Indices in the Given Array II","find-beautiful-indices-in-the-given-array-ii","3303","Hard","false","false","0"
"3020","Find the Maximum Number of Elements in Subset","find-the-maximum-number-of-elements-in-subset","3299","Medium","false","false","0"
"3041","Maximize Consecutive Elements in an Array After Modification","maximize-consecutive-elements-in-an-array-after-modification","3298","Hard","false","false","0"
"3029","Minimum Time to Revert Word to Initial State I","minimum-time-to-revert-word-to-initial-state-i","3297","Medium","false","false","0"
"3031","Minimum Time to Revert Word to Initial State II","minimum-time-to-revert-word-to-initial-state-ii","3296","Hard","false","false","0"
"2992","Number of Self-Divisible Permutations","number-of-self-divisible-permutations","3294","Medium","true","false","0"
"3048","Earliest Second to Mark Indices I","earliest-second-to-mark-indices-i","3292","Medium","false","false","0"
"3011","Find if Array Can Be Sorted","find-if-array-can-be-sorted","3291","Medium","false","false","0"
"3036","Number of Subarrays That Match a Pattern II","number-of-subarrays-that-match-a-pattern-ii","3290","Hard","false","false","0"
"3049","Earliest Second to Mark Indices II","earliest-second-to-mark-indices-ii","3289","Hard","false","false","0"
"3021","Alice and Bob Playing Flower Game","alice-and-bob-playing-flower-game","3279","Medium","false","false","0"
"3025","Find the Number of Ways to Place People I","find-the-number-of-ways-to-place-people-i","3278","Medium","false","false","0"
"3027","Find the Number of Ways to Place People II","find-the-number-of-ways-to-place-people-ii","3277","Hard","false","false","0"
"3016","Minimum Number of Pushes to Type Word II","minimum-number-of-pushes-to-type-word-ii","3276","Medium","false","false","0"
"3014","Minimum Number of Pushes to Type Word I","minimum-number-of-pushes-to-type-word-i","3275","Easy","false","false","0"
"2979","Most Expensive Item That Can Not Be Bought","most-expensive-item-that-can-not-be-bought","3273","Medium","true","false","0"
"3030","Find the Grid of Region Average","find-the-grid-of-region-average","3272","Medium","false","false","0"
"3015","Count the Number of Houses at a Certain Distance I","count-the-number-of-houses-at-a-certain-distance-i","3271","Medium","false","false","0"
"3001","Minimum Moves to Capture The Queen","minimum-moves-to-capture-the-queen","3270","Medium","false","false","0"
"3034","Number of Subarrays That Match a Pattern I","number-of-subarrays-that-match-a-pattern-i","3269","Medium","false","false","0"
"2969","Minimum Number of Coins for Fruits II","minimum-number-of-coins-for-fruits-ii","3268","Hard","true","false","0"
"2981","Find Longest Special Substring That Occurs Thrice I","find-longest-special-substring-that-occurs-thrice-i","3267","Medium","false","false","0"
"2982","Find Longest Special Substring That Occurs Thrice II","find-longest-special-substring-that-occurs-thrice-ii","3266","Medium","false","false","0"
"3026","Maximum Good Subarray Sum","maximum-good-subarray-sum","3265","Medium","false","false","0"
"3207","Maximum Points After Enemy Battles","maximum-points-after-enemy-battles","3264","Medium","false","false","0"
"3010","Divide an Array Into Subarrays With Minimum Cost I","divide-an-array-into-subarrays-with-minimum-cost-i","3263","Easy","false","false","0"
"2971","Find Polygon With the Largest Perimeter","find-polygon-with-the-largest-perimeter","3262","Medium","false","false","0"
"3022","Minimize OR of Remaining Elements Using Operations","minimize-or-of-remaining-elements-using-operations","3261","Hard","false","false","0"
"3013","Divide an Array Into Subarrays With Minimum Cost II","divide-an-array-into-subarrays-with-minimum-cost-ii","3260","Hard","false","false","0"
"2964","Number of Divisible Triplet Sums","number-of-divisible-triplet-sums","3254","Medium","true","false","0"
"2970","Count the Number of Incremovable Subarrays I","count-the-number-of-incremovable-subarrays-i","3252","Easy","false","false","0"
"3000","Maximum Area of Longest Diagonal Rectangle","maximum-area-of-longest-diagonal-rectangle","3251","Easy","false","false","0"
"2975","Maximum Square Area by Removing Fences From a Field","maximum-square-area-by-removing-fences-from-a-field","3250","Medium","false","false","0"
"2997","Minimum Number of Operations to Make Array XOR Equal to K","minimum-number-of-operations-to-make-array-xor-equal-to-k","3249","Medium","false","false","0"
"2972","Count the Number of Incremovable Subarrays II","count-the-number-of-incremovable-subarrays-ii","3248","Hard","false","false","0"
"2955","Number of Same-End Substrings","number-of-same-end-substrings","3247","Medium","true","false","0"
"2980","Check if Bitwise OR Has Trailing Zeros","check-if-bitwise-or-has-trailing-zeros","3246","Easy","false","false","0"
"3006","Find Beautiful Indices in the Given Array I","find-beautiful-indices-in-the-given-array-i","3245","Medium","false","false","0"
"3012","Minimize Length of Array Using Operations","minimize-length-of-array-using-operations","3244","Medium","false","false","0"
"2999","Count the Number of Powerful Integers","count-the-number-of-powerful-integers","3243","Hard","false","false","0"
"3005","Count Elements With Maximum Frequency","count-elements-with-maximum-frequency","3242","Easy","false","false","0"
"2966","Divide Array Into Arrays With Max Difference","divide-array-into-arrays-with-max-difference","3241","Medium","false","false","0"
"3007","Maximum Number That Sum of the Prices Is Less Than or Equal to K","maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k","3240","Medium","false","false","0"
"2998","Minimum Number of Operations to Make X and Y Equal","minimum-number-of-operations-to-make-x-and-y-equal","3239","Medium","false","false","0"
"2977","Minimum Cost to Convert String II","minimum-cost-to-convert-string-ii","3238","Hard","false","false","0"
"2950","Number of Divisible Substrings","number-of-divisible-substrings","3237","Medium","true","false","0"
"2996","Smallest Missing Integer Greater Than Sequential Prefix Sum","smallest-missing-integer-greater-than-sequential-prefix-sum","3236","Easy","false","false","0"
"2976","Minimum Cost to Convert String I","minimum-cost-to-convert-string-i","3235","Medium","false","false","0"
"2961","Double Modular Exponentiation","double-modular-exponentiation","3234","Medium","false","false","0"
"3003","Maximize the Number of Partitions After Operations","maximize-the-number-of-partitions-after-operations","3233","Hard","false","false","0"
"2941","Maximum GCD-Sum of a Subarray","maximum-gcd-sum-of-a-subarray","3232","Hard","true","false","0"
"2952","Minimum Number of Coins to be Added","minimum-number-of-coins-to-be-added","3231","Medium","false","false","0"
"2957","Remove Adjacent Almost-Equal Characters","remove-adjacent-almost-equal-characters","3230","Medium","false","false","0"
"2967","Minimum Cost to Make Array Equalindromic","minimum-cost-to-make-array-equalindromic","3229","Medium","false","false","0"
"3002","Maximum Size of a Set After Removals","maximum-size-of-a-set-after-removals","3228","Medium","false","false","0"
"2965","Find Missing and Repeated Values","find-missing-and-repeated-values","3227","Easy","false","false","0"
"2974","Minimum Number Game","minimum-number-game","3226","Easy","false","false","0"
"2958","Length of Longest Subarray With at Most K Frequency","length-of-longest-subarray-with-at-most-k-frequency","3225","Medium","false","false","0"
